id,age_cat,is_recid
4746,25 - 45,1
4747,25 - 45,1
4815,25 - 45,1
4816,25 - 45,1
4817,25 - 45,1
4818,25 - 45,1
4836,Less than 25,1
4837,Less than 25,1
4852,25 - 45,1
4853,25 - 45,1
4854,25 - 45,1
4855,25 - 45,1
4856,25 - 45,1
4857,25 - 45,1
4903,25 - 45,1
4904,25 - 45,1
4905,25 - 45,1
4906,25 - 45,1
4990,Less than 25,1
4991,Less than 25,1
5266,25 - 45,1
5267,25 - 45,1
5268,25 - 45,1
5269,25 - 45,1
5270,25 - 45,1
5461,25 - 45,1
5462,25 - 45,1
5500,Less than 25,1
5590,25 - 45,1
5653,25 - 45,1
5654,25 - 45,1
5727,25 - 45,1
5728,25 - 45,1
5729,25 - 45,1
5962,Less than 25,1
5963,Less than 25,1
5998,25 - 45,1
6280,Less than 25,1
6345,25 - 45,1
6346,25 - 45,1
6347,25 - 45,1
6452,Greater than 45,1
6453,Greater than 45,1
6502,25 - 45,1
6503,25 - 45,1
6504,25 - 45,1
6686,25 - 45,1
6717,Less than 25,1
6718,Less than 25,1
6734,25 - 45,1
6750,Less than 25,1
6924,25 - 45,1
6925,25 - 45,1
6979,25 - 45,1
6980,25 - 45,1
6981,25 - 45,1
7097,25 - 45,1
7098,25 - 45,1
7099,25 - 45,1
7100,25 - 45,1
7101,25 - 45,1
7102,25 - 45,1
7197,Greater than 45,1
7198,Greater than 45,1
7199,Greater than 45,1
7200,Greater than 45,1
7273,Less than 25,1
7274,Less than 25,1
7281,25 - 45,1
7450,25 - 45,1
7451,25 - 45,1
7497,25 - 45,1
7498,25 - 45,1
7499,25 - 45,1
7500,25 - 45,1
7520,Greater than 45,1
7521,Greater than 45,1
7566,25 - 45,1
7567,25 - 45,1
7635,Greater than 45,1
7647,25 - 45,1
7711,25 - 45,1
7944,25 - 45,1
8054,25 - 45,1
8191,25 - 45,1
8192,25 - 45,1
8230,Less than 25,1
8232,Greater than 45,1
8296,25 - 45,1
8297,25 - 45,1
8298,25 - 45,1
8299,25 - 45,1
8300,25 - 45,1
8301,25 - 45,1
8304,25 - 45,1
8305,25 - 45,1
8347,25 - 45,1
8348,25 - 45,1
8538,25 - 45,1
8539,25 - 45,1
8559,25 - 45,1
8560,25 - 45,1
8561,25 - 45,1
8562,25 - 45,1
8585,25 - 45,1
8586,25 - 45,1
8587,25 - 45,1
8630,25 - 45,1
8631,25 - 45,1
8632,25 - 45,1
8648,Less than 25,1
8655,Less than 25,1
8670,25 - 45,1
8772,Less than 25,1
8773,Less than 25,1
8774,Less than 25,1
8775,Less than 25,1
8776,Less than 25,1
8805,25 - 45,1
8806,25 - 45,1
8833,25 - 45,1
8836,25 - 45,1
8896,Less than 25,1
8983,25 - 45,1
8984,25 - 45,1
8985,25 - 45,1
8986,25 - 45,1
9053,25 - 45,1
9054,25 - 45,1
9055,25 - 45,1
9056,25 - 45,1
9232,Less than 25,1
9233,Less than 25,1
9318,25 - 45,1
9319,25 - 45,1
9320,25 - 45,1
9422,Less than 25,1
9423,Less than 25,1
9424,Less than 25,1
9425,Less than 25,1
9426,Less than 25,1
9427,Less than 25,1
9428,Less than 25,1
9429,Less than 25,1
9430,Less than 25,1
9431,Less than 25,1
9455,Less than 25,1
9473,25 - 45,1
9474,25 - 45,1
9486,Greater than 45,1
9487,Greater than 45,1
9890,25 - 45,1
9991,25 - 45,1
9992,25 - 45,1
9993,25 - 45,1
9994,25 - 45,1
10000,25 - 45,1
10001,25 - 45,1
10002,25 - 45,1
10130,25 - 45,1
10131,25 - 45,1
10136,25 - 45,1
10192,25 - 45,1
10329,25 - 45,1
10363,Less than 25,1
10482,25 - 45,1
10483,25 - 45,1
10607,25 - 45,1
10608,25 - 45,1
10609,25 - 45,1
10610,25 - 45,1
10611,25 - 45,1
10779,25 - 45,1
10780,25 - 45,1
10981,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
6535,25 - 45,1
6536,25 - 45,1
6537,25 - 45,1
6538,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
12,25 - 45,0
28,25 - 45,0
29,Less than 25,0
35,25 - 45,0
63,25 - 45,0
81,25 - 45,0
84,25 - 45,0
106,25 - 45,0
119,25 - 45,0
128,Greater than 45,0
130,25 - 45,0
135,25 - 45,0
139,25 - 45,0
140,25 - 45,0
149,25 - 45,0
163,25 - 45,0
171,Greater than 45,0
176,Greater than 45,0
181,25 - 45,0
267,Greater than 45,0
275,25 - 45,0
291,25 - 45,0
292,25 - 45,0
308,Less than 25,0
309,Less than 25,0
310,Less than 25,0
311,Less than 25,0
312,Less than 25,0
313,Less than 25,0
318,25 - 45,0
319,25 - 45,0
320,25 - 45,0
322,25 - 45,0
323,25 - 45,0
336,25 - 45,0
337,25 - 45,0
389,25 - 45,0
397,25 - 45,0
400,Less than 25,0
401,Less than 25,0
402,Less than 25,0
404,25 - 45,0
427,Less than 25,0
453,25 - 45,0
454,25 - 45,0
463,25 - 45,0
464,25 - 45,0
474,Greater than 45,0
507,Greater than 45,0
528,Greater than 45,0
529,Greater than 45,0
533,25 - 45,0
534,25 - 45,0
535,25 - 45,0
536,25 - 45,0
544,25 - 45,0
558,25 - 45,0
565,25 - 45,0
584,Less than 25,0
593,25 - 45,0
603,Less than 25,0
604,Less than 25,0
606,25 - 45,0
615,25 - 45,0
619,25 - 45,0
620,25 - 45,0
639,25 - 45,0
680,25 - 45,0
681,25 - 45,0
686,Less than 25,0
687,Less than 25,0
690,Less than 25,0
691,Less than 25,0
694,25 - 45,0
695,25 - 45,0
710,25 - 45,0
711,25 - 45,0
718,25 - 45,0
759,Less than 25,0
761,Greater than 45,0
762,25 - 45,0
769,Greater than 45,0
770,Greater than 45,0
771,Greater than 45,0
781,25 - 45,0
786,25 - 45,0
796,25 - 45,0
807,Greater than 45,0
808,Greater than 45,0
834,25 - 45,0
838,Less than 25,0
868,25 - 45,0
882,Less than 25,0
883,Greater than 45,0
884,Greater than 45,0
896,Less than 25,0
919,Greater than 45,0
920,Greater than 45,0
921,Greater than 45,0
934,25 - 45,0
935,25 - 45,0
936,25 - 45,0
940,25 - 45,0
941,25 - 45,0
959,25 - 45,0
972,25 - 45,0
990,25 - 45,0
993,25 - 45,0
1003,Greater than 45,0
1010,25 - 45,0
1025,25 - 45,0
1026,Greater than 45,0
1027,25 - 45,0
1040,25 - 45,0
1041,25 - 45,0
1042,25 - 45,0
1052,Less than 25,0
1058,Less than 25,0
1069,Less than 25,0
1094,25 - 45,0
1099,25 - 45,0
1100,25 - 45,0
1122,Less than 25,0
1123,25 - 45,0
1124,25 - 45,0
1125,25 - 45,0
1134,Less than 25,0
1142,Greater than 45,0
1143,25 - 45,0
1147,25 - 45,0
1171,Greater than 45,0
1178,25 - 45,0
1188,25 - 45,0
1205,25 - 45,0
1206,25 - 45,0
1219,Greater than 45,0
1220,Less than 25,0
1236,25 - 45,0
1237,25 - 45,0
1258,Greater than 45,0
1266,25 - 45,0
1293,25 - 45,0
1296,25 - 45,0
1308,Greater than 45,0
1313,Greater than 45,0
1316,25 - 45,0
1317,25 - 45,0
1321,25 - 45,0
1329,25 - 45,0
1330,Less than 25,0
1331,Less than 25,0
1337,Greater than 45,0
1339,25 - 45,0
1341,Greater than 45,0
1354,Greater than 45,0
1368,25 - 45,0
1369,25 - 45,0
1370,Less than 25,0
1371,25 - 45,0
1392,Greater than 45,0
1395,Greater than 45,0
1404,25 - 45,0
1432,25 - 45,0
1433,Less than 25,0
1434,Less than 25,0
1441,25 - 45,0
1442,25 - 45,0
1443,Less than 25,0
1449,25 - 45,0
1450,25 - 45,0
1452,25 - 45,0
1455,25 - 45,0
1478,Less than 25,0
1511,Less than 25,0
1516,Greater than 45,0
1537,25 - 45,0
1538,25 - 45,0
1542,Greater than 45,0
1545,25 - 45,0
1546,25 - 45,0
1558,Greater than 45,0
1562,Greater than 45,0
1571,25 - 45,0
1572,25 - 45,0
1586,Less than 25,0
1587,Less than 25,0
1588,Less than 25,0
1589,Less than 25,0
1592,25 - 45,0
1606,25 - 45,0
1607,25 - 45,0
1613,Less than 25,0
1614,25 - 45,0
1619,Greater than 45,0
1655,Greater than 45,0
1701,Greater than 45,0
1703,25 - 45,0
1710,Less than 25,0
1711,25 - 45,0
1744,25 - 45,0
1768,25 - 45,0
1785,Less than 25,0
1802,Greater than 45,0
1834,Less than 25,0
1847,Greater than 45,0
1862,Less than 25,0
1866,Greater than 45,0
1871,25 - 45,0
1872,Less than 25,0
1884,Greater than 45,0
1885,Greater than 45,0
1898,25 - 45,0
1905,25 - 45,0
1931,25 - 45,0
1938,Greater than 45,0
1982,Less than 25,0
1992,25 - 45,0
1995,25 - 45,0
2015,Greater than 45,0
2016,25 - 45,0
2020,25 - 45,0
2021,25 - 45,0
2056,25 - 45,0
2063,Less than 25,0
2074,25 - 45,0
2075,25 - 45,0
2142,Greater than 45,0
2143,Greater than 45,0
2144,Greater than 45,0
2149,25 - 45,0
2167,25 - 45,0
2168,25 - 45,0
2169,25 - 45,0
2191,Greater than 45,0
2199,25 - 45,0
2203,25 - 45,0
2210,25 - 45,0
2211,25 - 45,0
2220,25 - 45,0
2226,Greater than 45,0
2246,25 - 45,0
2253,25 - 45,0
2281,25 - 45,0
2306,25 - 45,0
2310,25 - 45,0
2325,25 - 45,0
2328,Greater than 45,0
2337,Greater than 45,0
2340,Greater than 45,0
2343,Greater than 45,0
2346,25 - 45,0
2348,25 - 45,0
2397,Less than 25,0
2403,25 - 45,0
2404,25 - 45,0
2433,25 - 45,0
2477,25 - 45,0
2493,25 - 45,0
2514,Greater than 45,0
2551,25 - 45,0
2555,25 - 45,0
2565,25 - 45,0
2572,Greater than 45,0
2585,25 - 45,0
2608,25 - 45,0
2615,Greater than 45,0
2631,Greater than 45,0
2669,Greater than 45,0
2680,25 - 45,0
2700,Greater than 45,0
2706,Greater than 45,0
2707,25 - 45,0
2714,Greater than 45,0
2715,25 - 45,0
2716,25 - 45,0
2717,25 - 45,0
2721,Greater than 45,0
2728,Greater than 45,0
2733,Greater than 45,0
2739,25 - 45,0
2740,Greater than 45,0
2746,25 - 45,0
2747,25 - 45,0
2760,Less than 25,0
2794,25 - 45,0
2827,Less than 25,0
2835,25 - 45,0
2850,25 - 45,0
2866,Greater than 45,0
2868,25 - 45,0
2894,Greater than 45,0
2898,Greater than 45,0
2903,25 - 45,0
2921,25 - 45,0
2937,25 - 45,0
2938,25 - 45,0
2939,25 - 45,0
2964,Greater than 45,0
2965,Less than 25,0
2975,Less than 25,0
2995,25 - 45,0
3013,25 - 45,0
3022,25 - 45,0
3048,25 - 45,0
3049,25 - 45,0
3062,25 - 45,0
3067,25 - 45,0
3083,25 - 45,0
3086,Less than 25,0
3112,25 - 45,0
3117,Less than 25,0
3120,Less than 25,0
3155,25 - 45,0
3163,Greater than 45,0
3214,25 - 45,0
3219,25 - 45,0
3222,Greater than 45,0
3223,Greater than 45,0
3269,25 - 45,0
3274,25 - 45,0
3309,25 - 45,0
3335,Less than 25,0
3342,25 - 45,0
3343,25 - 45,0
3347,Greater than 45,0
3370,25 - 45,0
3387,25 - 45,0
3420,25 - 45,0
3436,25 - 45,0
3437,Less than 25,0
3438,Less than 25,0
3451,25 - 45,0
3457,25 - 45,0
3465,25 - 45,0
3481,Less than 25,0
3482,Less than 25,0
3483,25 - 45,0
3484,Less than 25,0
3486,Greater than 45,0
3497,25 - 45,0
3519,25 - 45,0
3581,25 - 45,0
3582,25 - 45,0
3584,25 - 45,0
3606,Greater than 45,0
3614,25 - 45,0
3633,Greater than 45,0
3672,Greater than 45,0
3684,Less than 25,0
3688,Less than 25,0
3729,25 - 45,0
3744,25 - 45,0
3745,25 - 45,0
3838,Less than 25,0
3853,Less than 25,0
3861,Greater than 45,0
3881,Less than 25,0
3882,25 - 45,0
3883,25 - 45,0
3887,Greater than 45,0
3923,25 - 45,0
3926,Greater than 45,0
3927,Less than 25,0
3929,25 - 45,0
3930,25 - 45,0
3934,Less than 25,0
3967,Less than 25,0
3968,Less than 25,0
3969,Less than 25,0
3981,Less than 25,0
3992,25 - 45,0
3994,Less than 25,0
3995,Less than 25,0
3997,Greater than 45,0
4020,Less than 25,0
4022,25 - 45,0
4049,Greater than 45,0
4056,25 - 45,0
4066,25 - 45,0
4092,25 - 45,0
4115,Less than 25,0
4136,25 - 45,0
4169,25 - 45,0
4170,25 - 45,0
4171,Greater than 45,0
4186,25 - 45,0
4189,Less than 25,0
4190,Greater than 45,0
4213,Less than 25,0
4223,25 - 45,0
4231,25 - 45,0
4263,25 - 45,0
4281,25 - 45,0
4289,Greater than 45,0
4290,Greater than 45,0
4298,Greater than 45,0
4299,Greater than 45,0
4305,Greater than 45,0
4307,25 - 45,0
4308,25 - 45,0
4309,25 - 45,0
4334,Less than 25,0
4342,Greater than 45,0
4352,25 - 45,0
4356,25 - 45,0
4368,25 - 45,0
4369,Greater than 45,0
4382,25 - 45,0
4383,25 - 45,0
4393,25 - 45,0
4394,25 - 45,0
4395,25 - 45,0
4396,25 - 45,0
4402,25 - 45,0
4411,Greater than 45,0
4421,25 - 45,0
4427,Greater than 45,0
4432,Greater than 45,0
4451,Greater than 45,0
4465,25 - 45,0
4466,25 - 45,0
4496,25 - 45,0
4529,25 - 45,0
4530,25 - 45,0
4531,25 - 45,0
4556,25 - 45,0
4560,25 - 45,0
4567,25 - 45,0
4568,25 - 45,0
4574,25 - 45,0
4592,25 - 45,0
4612,25 - 45,0
4613,25 - 45,0
4625,25 - 45,0
4653,25 - 45,0
4654,25 - 45,0
4655,25 - 45,0
4668,25 - 45,0
4683,Less than 25,0
4702,25 - 45,0
4703,25 - 45,0
4733,25 - 45,0
4769,25 - 45,0
4770,25 - 45,0
4780,25 - 45,0
4781,25 - 45,0
4827,Greater than 45,0
4832,Greater than 45,0
4833,25 - 45,0
4842,Less than 25,0
4843,Less than 25,0
4844,Less than 25,0
4845,Less than 25,0
4846,Less than 25,0
4851,25 - 45,0
4896,25 - 45,0
4897,Greater than 45,0
4900,25 - 45,0
4923,25 - 45,0
4938,25 - 45,0
4949,25 - 45,0
4950,25 - 45,0
4953,Greater than 45,0
4959,25 - 45,0
4971,Less than 25,0
4976,25 - 45,0
4986,Greater than 45,0
4988,25 - 45,0
5010,25 - 45,0
5012,Greater than 45,0
5013,Greater than 45,0
5014,Greater than 45,0
5019,Greater than 45,0
5056,Greater than 45,0
5064,25 - 45,0
5067,25 - 45,0
5100,Greater than 45,0
5121,25 - 45,0
5122,25 - 45,0
5123,25 - 45,0
5124,25 - 45,0
5154,25 - 45,0
5155,Greater than 45,0
5183,25 - 45,0
5192,25 - 45,0
5241,25 - 45,0
5242,25 - 45,0
5243,25 - 45,0
5251,25 - 45,0
5252,25 - 45,0
5253,25 - 45,0
5254,25 - 45,0
5263,25 - 45,0
5265,25 - 45,0
5304,Greater than 45,0
5312,25 - 45,0
5322,Less than 25,0
5323,25 - 45,0
5336,Greater than 45,0
5348,25 - 45,0
5364,25 - 45,0
5394,25 - 45,0
5437,25 - 45,0
5439,Greater than 45,0
5443,25 - 45,0
5460,25 - 45,0
5469,25 - 45,0
5470,25 - 45,0
5491,25 - 45,0
5492,25 - 45,0
5493,25 - 45,0
5501,25 - 45,0
5519,25 - 45,0
5524,25 - 45,0
5525,25 - 45,0
5526,25 - 45,0
5549,Greater than 45,0
5571,25 - 45,0
5577,Less than 25,0
5588,25 - 45,0
5633,25 - 45,0
5645,Greater than 45,0
5646,Greater than 45,0
5663,Greater than 45,0
5698,25 - 45,0
5718,25 - 45,0
5785,Less than 25,0
5793,25 - 45,0
5828,Less than 25,0
5840,25 - 45,0
5860,Less than 25,0
5864,25 - 45,0
5865,25 - 45,0
5866,25 - 45,0
5887,Less than 25,0
5899,25 - 45,0
5900,25 - 45,0
5903,25 - 45,0
5912,Less than 25,0
5928,25 - 45,0
5934,25 - 45,0
5966,25 - 45,0
5978,Greater than 45,0
5985,Greater than 45,0
5988,Greater than 45,0
6021,25 - 45,0
6025,25 - 45,0
6026,25 - 45,0
6040,Less than 25,0
6041,Less than 25,0
6042,Less than 25,0
6043,Less than 25,0
6044,Less than 25,0
6049,25 - 45,0
6058,Greater than 45,0
6059,25 - 45,0
6068,25 - 45,0
6094,Greater than 45,0
6106,25 - 45,0
6117,Less than 25,0
6139,Less than 25,0
6140,Less than 25,0
6141,Greater than 45,0
6147,25 - 45,0
6148,25 - 45,0
6162,Greater than 45,0
6163,25 - 45,0
6200,25 - 45,0
6202,Greater than 45,0
6216,25 - 45,0
6227,Greater than 45,0
6249,25 - 45,0
6250,25 - 45,0
6260,Greater than 45,0
6266,25 - 45,0
6267,25 - 45,0
6283,25 - 45,0
6284,Greater than 45,0
6285,25 - 45,0
6292,Greater than 45,0
6334,Greater than 45,0
6353,25 - 45,0
6361,Less than 25,0
6367,25 - 45,0
6368,25 - 45,0
6392,Greater than 45,0
6414,25 - 45,0
6415,25 - 45,0
6420,25 - 45,0
6433,25 - 45,0
6447,25 - 45,0
6451,Greater than 45,0
6476,25 - 45,0
6477,25 - 45,0
6496,25 - 45,0
6517,25 - 45,0
6545,Less than 25,0
6552,25 - 45,0
6557,25 - 45,0
6560,25 - 45,0
6562,Less than 25,0
6567,25 - 45,0
6577,Greater than 45,0
6602,25 - 45,0
6607,25 - 45,0
6608,25 - 45,0
6609,25 - 45,0
6610,25 - 45,0
6611,25 - 45,0
6646,25 - 45,0
6652,25 - 45,0
6695,25 - 45,0
6700,25 - 45,0
6702,25 - 45,0
6729,25 - 45,0
6751,25 - 45,0
6753,25 - 45,0
6760,25 - 45,0
6770,25 - 45,0
6771,Greater than 45,0
6772,Greater than 45,0
6773,Greater than 45,0
6783,25 - 45,0
6821,Greater than 45,0
6824,25 - 45,0
6829,Greater than 45,0
6839,Greater than 45,0
6872,Greater than 45,0
6887,25 - 45,0
6920,Less than 25,0
6921,25 - 45,0
6956,25 - 45,0
6967,Greater than 45,0
6971,25 - 45,0
7011,25 - 45,0
7014,Greater than 45,0
7017,25 - 45,0
7023,Greater than 45,0
7044,25 - 45,0
7063,25 - 45,0
7064,25 - 45,0
7065,25 - 45,0
7072,25 - 45,0
7114,Less than 25,0
7115,Greater than 45,0
7116,25 - 45,0
7119,Less than 25,0
7130,Greater than 45,0
7132,25 - 45,0
7133,Greater than 45,0
7134,Less than 25,0
7154,25 - 45,0
7178,25 - 45,0
7179,25 - 45,0
7180,25 - 45,0
7209,Less than 25,0
7225,25 - 45,0
7270,25 - 45,0
7271,25 - 45,0
7276,25 - 45,0
7286,Greater than 45,0
7308,25 - 45,0
7322,25 - 45,0
7328,Less than 25,0
7329,Less than 25,0
7330,Less than 25,0
7361,25 - 45,0
7362,25 - 45,0
7400,25 - 45,0
7412,Greater than 45,0
7413,Greater than 45,0
7417,25 - 45,0
7418,25 - 45,0
7419,25 - 45,0
7420,25 - 45,0
7454,25 - 45,0
7455,25 - 45,0
7467,Greater than 45,0
7485,Greater than 45,0
7491,25 - 45,0
7492,25 - 45,0
7507,Greater than 45,0
7526,25 - 45,0
7535,25 - 45,0
7536,25 - 45,0
7537,25 - 45,0
7591,Less than 25,0
7594,Greater than 45,0
7611,Less than 25,0
7625,25 - 45,0
7630,25 - 45,0
7636,25 - 45,0
7648,Greater than 45,0
7652,Greater than 45,0
7662,25 - 45,0
7673,Less than 25,0
7674,Less than 25,0
7675,Less than 25,0
7676,Less than 25,0
7683,25 - 45,0
7696,25 - 45,0
7697,25 - 45,0
7698,25 - 45,0
7699,25 - 45,0
7700,25 - 45,0
7729,25 - 45,0
7731,25 - 45,0
7732,25 - 45,0
7738,25 - 45,0
7742,Greater than 45,0
7767,25 - 45,0
7782,25 - 45,0
7786,25 - 45,0
7810,25 - 45,0
7815,Greater than 45,0
7846,Less than 25,0
7856,25 - 45,0
7862,Less than 25,0
7870,Less than 25,0
7871,Less than 25,0
7872,Less than 25,0
7892,Less than 25,0
7900,25 - 45,0
7905,Greater than 45,0
7927,25 - 45,0
7934,25 - 45,0
7935,25 - 45,0
7936,25 - 45,0
7937,25 - 45,0
7941,Greater than 45,0
7948,25 - 45,0
7972,25 - 45,0
7973,25 - 45,0
7974,25 - 45,0
7975,25 - 45,0
7976,25 - 45,0
8037,25 - 45,0
8055,Greater than 45,0
8069,25 - 45,0
8070,25 - 45,0
8076,25 - 45,0
8078,Less than 25,0
8089,25 - 45,0
8116,25 - 45,0
8117,25 - 45,0
8120,Less than 25,0
8121,Less than 25,0
8178,25 - 45,0
8179,25 - 45,0
8183,25 - 45,0
8202,25 - 45,0
8229,Greater than 45,0
8231,Greater than 45,0
8237,25 - 45,0
8238,25 - 45,0
8255,25 - 45,0
8270,Greater than 45,0
8284,25 - 45,0
8307,25 - 45,0
8308,Greater than 45,0
8357,25 - 45,0
8373,25 - 45,0
8392,Less than 25,0
8394,25 - 45,0
8399,25 - 45,0
8420,25 - 45,0
8438,25 - 45,0
8488,Greater than 45,0
8498,Greater than 45,0
8521,25 - 45,0
8550,Less than 25,0
8616,25 - 45,0
8617,25 - 45,0
8618,25 - 45,0
8619,25 - 45,0
8641,25 - 45,0
8645,25 - 45,0
8649,25 - 45,0
8683,25 - 45,0
8711,25 - 45,0
8720,25 - 45,0
8729,25 - 45,0
8730,25 - 45,0
8731,Greater than 45,0
8750,Greater than 45,0
8751,Greater than 45,0
8759,25 - 45,0
8771,Greater than 45,0
8782,Less than 25,0
8785,Less than 25,0
8786,Less than 25,0
8787,Less than 25,0
8790,25 - 45,0
8799,25 - 45,0
8800,25 - 45,0
8801,25 - 45,0
8827,25 - 45,0
8835,25 - 45,0
8840,25 - 45,0
8860,25 - 45,0
8866,Less than 25,0
8881,Greater than 45,0
8908,Greater than 45,0
8910,25 - 45,0
8912,25 - 45,0
8966,Greater than 45,0
9002,Less than 25,0
9099,Greater than 45,0
9107,25 - 45,0
9133,25 - 45,0
9134,25 - 45,0
9148,25 - 45,0
9161,25 - 45,0
9205,Greater than 45,0
9220,25 - 45,0
9236,25 - 45,0
9267,Less than 25,0
9274,25 - 45,0
9280,25 - 45,0
9281,25 - 45,0
9282,25 - 45,0
9291,25 - 45,0
9312,25 - 45,0
9323,25 - 45,0
9350,25 - 45,0
9362,25 - 45,0
9393,25 - 45,0
9438,25 - 45,0
9460,25 - 45,0
9464,25 - 45,0
9483,25 - 45,0
9498,25 - 45,0
9499,Less than 25,0
9516,Greater than 45,0
9520,25 - 45,0
9539,25 - 45,0
9540,25 - 45,0
9583,Less than 25,0
9586,Greater than 45,0
9598,25 - 45,0
9611,25 - 45,0
9612,25 - 45,0
9616,25 - 45,0
9617,25 - 45,0
9619,25 - 45,0
9625,25 - 45,0
9647,25 - 45,0
9648,25 - 45,0
9658,25 - 45,0
9663,Greater than 45,0
9667,Less than 25,0
9668,Less than 25,0
9673,25 - 45,0
9676,Greater than 45,0
9677,Greater than 45,0
9720,25 - 45,0
9723,25 - 45,0
9728,Greater than 45,0
9729,Greater than 45,0
9733,25 - 45,0
9756,25 - 45,0
9766,25 - 45,0
9779,Less than 25,0
9780,25 - 45,0
9804,Greater than 45,0
9816,25 - 45,0
9828,Greater than 45,0
9830,25 - 45,0
9831,25 - 45,0
9840,Less than 25,0
9871,25 - 45,0
9872,25 - 45,0
9887,Greater than 45,0
9929,Greater than 45,0
9939,Greater than 45,0
9970,25 - 45,0
9971,25 - 45,0
9990,25 - 45,0
9997,Greater than 45,0
9998,Greater than 45,0
9999,Less than 25,0
10019,25 - 45,0
10024,25 - 45,0
10031,25 - 45,0
10059,Greater than 45,0
10066,Greater than 45,0
10077,Greater than 45,0
10078,Greater than 45,0
10081,Greater than 45,0
10095,25 - 45,0
10096,25 - 45,0
10123,Greater than 45,0
10124,Greater than 45,0
10134,25 - 45,0
10149,25 - 45,0
10157,25 - 45,0
10158,Less than 25,0
10191,Greater than 45,0
10205,25 - 45,0
10218,25 - 45,0
10221,Greater than 45,0
10244,25 - 45,0
10252,25 - 45,0
10254,25 - 45,0
